,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp6970,0,0,0,0.000116279,0,0
sp6971,0,0,0,0.000116279,0,0
sp6972,0,0,0,6.97674E-05,0,0
sp6973,0,0,0,6.97674E-05,0,0
sp6974,0,0,0,8.13953E-05,0,0
sp6975,0,0,0,0.000104651,0,0
sp6976,0,0,0,3.48837E-05,0,0
sp6977,0,0,0,4.65116E-05,0,0
sp6978,0,0,0,8.13953E-05,0,0
sp6979,0,0,0,5.81395E-05,0,0
sp6980,0,0,0,8.13953E-05,0,0
sp6981,0,0,0,5.81395E-05,0,0
sp6982,0,0,0,0,8.13953E-05,0
sp6983,0,0,0,0,0.000104651,0
sp6984,0,0,0,0,6.97674E-05,0
sp6985,0,0,0,0,6.97674E-05,0
sp6986,0,0,0,0,6.97674E-05,0
sp6987,0,0,0,0,5.81395E-05,0
sp6988,0,0,0,0,2.32558E-05,0
sp6989,0,0,0,0,6.97674E-05,0
sp6990,0,0,0,0,5.81395E-05,0
sp6991,0,0,0,0,5.81395E-05,0
sp6992,0,0,0,0,9.30233E-05,0
sp6993,0,0,0,0,8.13953E-05,0
sp6994,0,0,0,0,0.000104651,0
sp6995,0,0,0,0,8.13953E-05,0
sp6996,0,0,0,0,5.81395E-05,0
sp6997,0,0,0,0,0.000104651,0
sp6998,0,0,0,0,6.97674E-05,0
sp6999,0,0,0,0,5.81395E-05,0
sp7000,0,0,0,0,0.000116279,0
sp7001,0,0,0,0,5.81395E-05,0
sp7002,0,0,0,0,9.30233E-05,0
sp7003,0,0,0,0,0.000116279,0
sp7004,0,0,0,0,9.30233E-05,0
sp7005,0,0,0,0,4.65116E-05,0
sp7006,0,0,0,0,6.97674E-05,0
sp7007,0,0,0,0,0.000104651,0
sp7008,0,0,0,0,5.81395E-05,0
sp7009,0,0,0,0,6.97674E-05,0
sp7010,0,0,0,0,0.000116279,0
sp7011,0,0,0,0,0.000104651,0
sp7012,0,0,0,0,0.000127907,0
sp7013,0,0,0,0,4.65116E-05,0
sp7014,0,0,0,0,0.000116279,0
sp7015,0,0,0,0,6.97674E-05,0
sp7016,0,0,0,0,0.000104651,0
sp7017,0,0,0,0,8.13953E-05,0
sp7018,0,0,0,0,8.13953E-05,0
sp7019,0,0,0,0,9.30233E-05,0
sp7020,0,0,0,0,0.000127907,0
sp7021,0,0,0,0,0.000104651,0
sp7022,0,0,0,0,2.32558E-05,0
sp7023,0,0,0,0,6.97674E-05,0
sp7024,0,0,0,0,9.30233E-05,0
sp7025,0,0,0,0,6.97674E-05,0
sp7026,0,0,0,0,8.13953E-05,0
sp7027,0,0,0,0,9.30233E-05,0
sp7028,0,0,0,0,6.97674E-05,0
sp7029,0,0,0,0,0.000116279,0
sp7030,0,0,0,0,9.30233E-05,0
sp7031,0,0,0,0,8.13953E-05,0
sp7032,0,0,0,0,0.000104651,0
sp7033,0,0,0,0,6.97674E-05,0
sp7034,0,0,0,0,6.97674E-05,0
sp7035,0,0,0,0,8.13953E-05,0
sp7036,0,0,0,0,0.000116279,0
sp7037,0,0,0,0,8.13953E-05,0
sp7038,0,0,0,0,8.13953E-05,0
sp7039,0,0,0,0,0.000104651,0
sp7040,0,0,0,0,5.81395E-05,0
sp7041,0,0,0,0,6.97674E-05,0
sp7042,0,0,0,0,4.65116E-05,0
sp7043,0,0,0,0,3.48837E-05,0
sp7044,0,0,0,0,5.81395E-05,0
sp7045,0,0,0,0,6.97674E-05,0
sp7046,0,0,0,0,6.97674E-05,0
sp7047,0,0,0,0,8.13953E-05,0
sp7048,0,0,0,0,5.81395E-05,0
sp7049,0,0,0,0,8.13953E-05,0
sp7050,0,0,0,0,0.000104651,0
sp7051,0,0,0,0,5.81395E-05,0
sp7052,0,0,0,0,8.13953E-05,0
sp7053,0,0,0,0,8.13953E-05,0
sp7054,0,0,0,0,6.97674E-05,0
sp7055,0,0,0,0,0.000116279,0
sp7056,0,0,0,0,6.97674E-05,0
sp7057,0,0,0,0,3.48837E-05,0
sp7058,0,0,0,0,0.000116279,0
sp7059,0,0,0,0,9.30233E-05,0
sp7060,0,0,0,0,8.13953E-05,0
sp7061,0,0,0,0,0.000116279,0
sp7062,0,0,0,0,0.000104651,0
sp7063,0,0,0,0,6.97674E-05,0
sp7064,0,0,0,0,9.30233E-05,0
sp7065,0,0,0,0,9.30233E-05,0
sp7066,0,0,0,0,6.97674E-05,0
sp7067,0,0,0,0,5.81395E-05,0
sp7068,0,0,0,0,4.65116E-05,0
sp7069,0,0,0,0,6.97674E-05,0
sp7070,0,0,0,0,8.13953E-05,0
sp7071,0,0,0,0,5.81395E-05,0
sp7072,0,0,0,0,6.97674E-05,0
sp7073,0,0,0,0,6.97674E-05,0
sp7074,0,0,0,0,6.97674E-05,0
sp7075,0,0,0,0,0.000116279,0
sp7076,0,0,0,0,9.30233E-05,0
sp7077,0,0,0,0,8.13953E-05,0
sp7078,0,0,0,0,8.13953E-05,0
sp7079,0,0,0,0,0,6.97674E-05
sp7080,0,0,0,0,0,6.97674E-05
sp7081,0,0,0,0,0,5.81395E-05
sp7082,0,0,0,0,0,0.000104651
sp7083,0,0,0,0,0,5.81395E-05
sp7084,0,0,0,0,0,0.000104651
sp7085,0,0,0,0,0,8.13953E-05
sp7086,0,0,0,0,0,8.13953E-05
sp7087,0,0,0,0,0,8.13953E-05
sp7088,0,0,0,0,0,6.97674E-05
sp7089,0,0,0,0,0,9.30233E-05
sp7090,0,0,0,0,0,8.13953E-05
sp7091,0,0,0,0,0,4.65116E-05
sp7092,0,0,0,0,0,9.30233E-05
sp7093,0,0,0,0,0,0.000104651
sp7094,0,0,0,0,0,4.65116E-05
sp7095,0,0,0,0,0,9.30233E-05
sp7096,0,0,0,0,0,0.000104651
sp7097,0,0,0,0,0,0.000104651
sp7098,0,0,0,0,0,0.000104651
sp7099,0,0,0,0,0,0.000116279
sp7100,0,0,0,0,0,9.30233E-05
sp7101,0,0,0,0,0,9.30233E-05
sp7102,0,0,0,0,0,9.30233E-05
sp7103,0.000151163,0,0,0,0,0
sp7104,0.000151163,0,0,0,0,0
sp7105,0.000151163,0,0,0,0,0
sp7106,0.000151163,0,0,0,0,0
sp7107,0.000151163,0,0,0,0,0
sp7108,0.000151163,0,0,0,0,0
sp7109,0.000151163,0,0,0,0,0
sp7110,0.000151163,0,0,0,0,0
sp7111,0.000151163,0,0,0,0,0
sp7112,0.000151163,0,0,0,0,0
sp7113,0.000151163,0,0,0,0,0
sp7114,0.000151163,0,0,0,0,0
sp7115,0.000151163,0,0,0,0,0
sp7116,0.000151163,0,0,0,0,0
sp7117,0.000151163,0,0,0,0,0
sp7118,0.000139535,0,0,0,0,0
sp7119,0.000151163,0,0,0,0,0
sp7120,0.000151163,0,0,0,0,0
sp7121,0.000151163,0,0,0,0,0
sp7122,0.000151163,0,0,0,0,0
sp7123,0,0.000151163,0,0,0,0
sp7124,0,0.000151163,0,0,0,0
sp7125,0,0.000139535,0,0,0,0
sp7126,0,0.000139535,0,0,0,0
sp7127,0,0.000151163,0,0,0,0
sp7128,0,0.000151163,0,0,0,0
sp7129,0,0.000139535,0,0,0,0
sp7130,0,0.000139535,0,0,0,0
sp7131,0,0.000139535,0,0,0,0
sp7132,0,0.000151163,0,0,0,0
sp7133,0,0.000151163,0,0,0,0
sp7134,0,0.000139535,0,0,0,0
sp7135,0,0.000127907,0,0,0,0
sp7136,0,0.000139535,0,0,0,0
sp7137,0,0.000139535,0,0,0,0
sp7138,0,0.000139535,0,0,0,0
sp7139,0,0.000127907,0,0,0,0
sp7140,0,0.000139535,0,0,0,0
sp7141,0,0.000151163,0,0,0,0
sp7142,0,0.000151163,0,0,0,0
sp7143,0,0.000139535,0,0,0,0
sp7144,0,8.13953E-05,5.81395E-05,0,0,0
sp7145,0,0,0.000151163,0,0,0
sp7146,0,0,0.000127907,0,0,0
sp7147,0,0,0.000151163,0,0,0
sp7148,0,0,0.000151163,0,0,0
sp7149,0,0,0.000151163,0,0,0
sp7150,0,0,0.000104651,0,0,0
sp7151,0,0,0.000151163,0,0,0
sp7152,0,0,0.000151163,0,0,0
sp7153,0,0,0.000151163,0,0,0
sp7154,0,0,0.000116279,0,0,0
sp7155,0,0,0.000116279,0,0,0
sp7156,0,0,0.000139535,0,0,0
sp7157,0,0,0.000151163,0,0,0
sp7158,0,0,0.000139535,0,0,0
sp7159,0,0,0.000139535,0,0,0
sp7160,0,0,0.000127907,0,0,0
sp7161,0,0,0.000151163,0,0,0
sp7162,0,0,0.000139535,0,0,0
sp7163,0,0,0.000139535,0,0,0
sp7164,0,0,0.000139535,0,0,0
sp7165,0,0,0.000127907,0,0,0
sp7166,0,0,0.000116279,0,0,0
sp7167,0,0,0.000127907,0,0,0
sp7168,0,0,0.000139535,0,0,0
sp7169,0,0,0.000127907,0,0,0
sp7170,0,0,0.000139535,0,0,0
sp7171,0,0,0.000139535,0,0,0
sp7172,0,0,0.000151163,0,0,0
sp7173,0,0,0.000139535,0,0,0
sp7174,0,0,0.000151163,0,0,0
sp7175,0,0,0.000139535,0,0,0
sp7176,0,0,0,5.81395E-05,0,0
sp7177,0,0,0,9.30233E-05,0,0
sp7178,0,0,0,5.81395E-05,0,0
sp7179,0,0,0,8.13953E-05,0,0
sp7180,0,0,0,8.13953E-05,0,0
sp7181,0,0,0,6.97674E-05,0,0
sp7182,0,0,0,9.30233E-05,0,0
sp7183,0,0,0,9.30233E-05,0,0
sp7184,0,0,0,5.81395E-05,0,0
sp7185,0,0,0,6.97674E-05,0,0
sp7186,0,0,0,8.13953E-05,0,0
sp7187,0,0,0,8.13953E-05,0,0
sp7188,0,0,0,9.30233E-05,0,0
sp7189,0,0,0,6.97674E-05,0,0
sp7190,0,0,0,6.97674E-05,0,0
sp7191,0,0,0,0.000104651,0,0
sp7192,0,0,0,6.97674E-05,0,0
sp7193,0,0,0,6.97674E-05,0,0
sp7194,0,0,0,8.13953E-05,0,0
sp7195,0,0,0,6.97674E-05,0,0
sp7196,0,0,0,6.97674E-05,0,0
sp7197,0,0,0,9.30233E-05,0,0
sp7198,0,0,0,8.13953E-05,0,0
sp7199,0,0,0,9.30233E-05,0,0
sp7200,0,0,0,4.65116E-05,0,0
sp7201,0,0,0,9.30233E-05,0,0
sp7202,0,0,0,9.30233E-05,0,0
sp7203,0,0,0,3.48837E-05,0,0
sp7204,0,0,0,2.32558E-05,0,0
sp7205,0,0,0,8.13953E-05,0,0
sp7206,0,0,0,6.97674E-05,0,0
sp7207,0,0,0,9.30233E-05,0,0
sp7208,0,0,0,8.13953E-05,0,0
sp7209,0,0,0,4.65116E-05,0,0
sp7210,0,0,0,9.30233E-05,0,0
sp7211,0,0,0,5.81395E-05,0,0
sp7212,0,0,0,0,5.81395E-05,0
sp7213,0,0,0,0,9.30233E-05,0
sp7214,0,0,0,0,5.81395E-05,0
sp7215,0,0,0,0,4.65116E-05,0
sp7216,0,0,0,0,8.13953E-05,0
sp7217,0,0,0,0,0.000104651,0
sp7218,0,0,0,0,8.13953E-05,0
sp7219,0,0,0,0,4.65116E-05,0
sp7220,0,0,0,0,9.30233E-05,0
sp7221,0,0,0,0,5.81395E-05,0
sp7222,0,0,0,0,6.97674E-05,0
sp7223,0,0,0,0,5.81395E-05,0
sp7224,0,0,0,0,5.81395E-05,0
sp7225,0,0,0,0,0.000104651,0
sp7226,0,0,0,0,0.000104651,0
sp7227,0,0,0,0,6.97674E-05,0
sp7228,0,0,0,0,6.97674E-05,0
sp7229,0,0,0,0,5.81395E-05,0
sp7230,0,0,0,0,0.000116279,0
sp7231,0,0,0,0,5.81395E-05,0
sp7232,0,0,0,0,3.48837E-05,0
sp7233,0,0,0,0,5.81395E-05,0
sp7234,0,0,0,0,5.81395E-05,0
sp7235,0,0,0,0,9.30233E-05,0
sp7236,0,0,0,0,8.13953E-05,0
sp7237,0,0,0,0,4.65116E-05,0
sp7238,0,0,0,0,9.30233E-05,0
sp7239,0,0,0,0,6.97674E-05,0
sp7240,0,0,0,0,0.000104651,0
sp7241,0,0,0,0,6.97674E-05,0
sp7242,0,0,0,0,5.81395E-05,0
sp7243,0,0,0,0,8.13953E-05,0
sp7244,0,0,0,0,5.81395E-05,0
sp7245,0,0,0,0,8.13953E-05,0
sp7246,0,0,0,0,5.81395E-05,0
sp7247,0,0,0,0,5.81395E-05,0
sp7248,0,0,0,0,6.97674E-05,0
sp7249,0,0,0,0,4.65116E-05,0
sp7250,0,0,0,0,6.97674E-05,0
sp7251,0,0,0,0,6.97674E-05,0
sp7252,0,0,0,0,8.13953E-05,0
sp7253,0,0,0,0,6.97674E-05,0
sp7254,0,0,0,0,2.32558E-05,0
sp7255,0,0,0,0,8.13953E-05,0
sp7256,0,0,0,0,6.97674E-05,0
sp7257,0,0,0,0,3.48837E-05,0
sp7258,0,0,0,0,4.65116E-05,0
sp7259,0,0,0,0,8.13953E-05,0
sp7260,0,0,0,0,4.65116E-05,0
sp7261,0,0,0,0,0.000104651,0
sp7262,0,0,0,0,8.13953E-05,0
sp7263,0,0,0,0,9.30233E-05,0
sp7264,0,0,0,0,5.81395E-05,0
sp7265,0,0,0,0,4.65116E-05,0
sp7266,0,0,0,0,5.81395E-05,0
sp7267,0,0,0,0,8.13953E-05,0
sp7268,0,0,0,0,5.81395E-05,0
sp7269,0,0,0,0,5.81395E-05,0
sp7270,0,0,0,0,8.13953E-05,0
sp7271,0,0,0,0,4.65116E-05,0
sp7272,0,0,0,0,5.81395E-05,0
sp7273,0,0,0,0,8.13953E-05,0
sp7274,0,0,0,0,5.81395E-05,0
sp7275,0,0,0,0,6.97674E-05,0
sp7276,0,0,0,0,8.13953E-05,0
sp7277,0,0,0,0,5.81395E-05,0
sp7278,0,0,0,0,5.81395E-05,0
sp7279,0,0,0,0,6.97674E-05,0
sp7280,0,0,0,0,9.30233E-05,0
sp7281,0,0,0,0,9.30233E-05,0
sp7282,0,0,0,0,9.30233E-05,0
sp7283,0,0,0,0,4.65116E-05,0
sp7284,0,0,0,0,5.81395E-05,0
sp7285,0,0,0,0,5.81395E-05,0
sp7286,0,0,0,0,5.81395E-05,0
sp7287,0,0,0,0,5.81395E-05,0
sp7288,0,0,0,0,9.30233E-05,0
sp7289,0,0,0,0,0.000127907,0
sp7290,0,0,0,0,6.97674E-05,0
sp7291,0,0,0,0,0.000116279,0
sp7292,0,0,0,0,5.81395E-05,0
sp7293,0,0,0,0,0.000104651,0
sp7294,0,0,0,0,8.13953E-05,0
sp7295,0,0,0,0,3.48837E-05,0
sp7296,0,0,0,0,9.30233E-05,0
sp7297,0,0,0,0,6.97674E-05,0
sp7298,0,0,0,0,9.30233E-05,0
sp7299,0,0,0,0,6.97674E-05,0
sp7300,0,0,0,0,8.13953E-05,0
sp7301,0,0,0,0,5.81395E-05,0
sp7302,0,0,0,0,6.97674E-05,0
sp7303,0,0,0,0,5.81395E-05,0
sp7304,0,0,0,0,5.81395E-05,0
sp7305,0,0,0,0,0.000104651,0
sp7306,0,0,0,0,4.65116E-05,0
sp7307,0,0,0,0,0.000104651,0
sp7308,0,0,0,0,9.30233E-05,0
sp7309,0,0,0,0,5.81395E-05,0
sp7310,0,0,0,0,0.000116279,0
sp7311,0,0,0,0,6.97674E-05,0
sp7312,0,0,0,0,5.81395E-05,0
sp7313,0,0,0,0,6.97674E-05,0
sp7314,0,0,0,0,5.81395E-05,0
sp7315,0,0,0,0,9.30233E-05,0
sp7316,0,0,0,0,0.000104651,0
sp7317,0,0,0,0,6.97674E-05,0
sp7318,0,0,0,0,9.30233E-05,0
sp7319,0,0,0,0,0.000104651,0
sp7320,0,0,0,0,6.97674E-05,0
sp7321,0,0,0,0,4.65116E-05,0
sp7322,0,0,0,0,5.81395E-05,0
sp7323,0,0,0,0,0.000104651,0
sp7324,0,0,0,0,0.000104651,0
sp7325,0,0,0,0,8.13953E-05,0
sp7326,0,0,0,0,6.97674E-05,0
sp7327,0,0,0,0,0.000116279,0
sp7328,0,0,0,0,5.81395E-05,0
sp7329,0,0,0,0,9.30233E-05,0
sp7330,0,0,0,0,9.30233E-05,0
sp7331,0,0,0,0,0,5.81395E-05
sp7332,0,0,0,0,0,6.97674E-05
sp7333,0,0,0,0,0,5.81395E-05
sp7334,0,0,0,0,0,8.13953E-05
sp7335,0,0,0,0,0,8.13953E-05
sp7336,0,0,0,0,0,6.97674E-05
sp7337,0,0,0,0,0,9.30233E-05
sp7338,0,0,0,0,0,8.13953E-05
sp7339,0,0,0,0,0,6.97674E-05
sp7340,0,0,0,0,0,9.30233E-05
sp7341,0,0,0,0,0,5.81395E-05
sp7342,0,0,0,0,0,6.97674E-05
sp7343,0,0,0,0,0,3.48837E-05
sp7344,0,0,0,0,0,9.30233E-05
sp7345,0,0,0,0,0,4.65116E-05
sp7346,0,0,0,0,0,8.13953E-05
sp7347,0,0,0,0,0,9.30233E-05
sp7348,0,0,0,0,0,8.13953E-05
sp7349,0,0,0,0,0,3.48837E-05
sp7350,0,0,0,0,0,6.97674E-05
sp7351,0,0,0,0,0,0.000116279
sp7352,0,0,0,0,0,9.30233E-05
sp7353,0,0,0,0,0,9.30233E-05
sp7354,0,0,0,0,0,6.97674E-05
sp7355,0,0,0,0,0,6.97674E-05
sp7356,0,0,0,0,0,3.48837E-05
sp7357,0,0,0,0,0,9.30233E-05
sp7358,0,0,0,0,0,5.81395E-05
sp7359,0,0,0,0,0,0.000116279
sp7360,0,0,0,0,0,6.97674E-05
sp7361,0,0,0,0,0,4.65116E-05
sp7362,0,0,0,0,0,9.30233E-05
sp7363,0,0,0,0,0,9.30233E-05
sp7364,0,0,0,0,0,6.97674E-05
sp7365,0,0,0,0,0,9.30233E-05
sp7366,0,0,0,0,0,0.000104651
sp7367,0.000139535,0,0,0,0,0
sp7368,0.000139535,0,0,0,0,0
sp7369,0.000139535,0,0,0,0,0
sp7370,0.000139535,0,0,0,0,0
sp7371,0.000139535,0,0,0,0,0
sp7372,0.000139535,0,0,0,0,0
sp7373,0.000139535,0,0,0,0,0
sp7374,0.000139535,0,0,0,0,0
sp7375,0.000139535,0,0,0,0,0
sp7376,0.000139535,0,0,0,0,0
sp7377,0.000139535,0,0,0,0,0
sp7378,0.000139535,0,0,0,0,0
sp7379,0.000139535,0,0,0,0,0
sp7380,0.000139535,0,0,0,0,0
sp7381,0.000139535,0,0,0,0,0
sp7382,0.000139535,0,0,0,0,0
sp7383,0.000139535,0,0,0,0,0
sp7384,0.000139535,0,0,0,0,0
sp7385,0.000139535,0,0,0,0,0
sp7386,0.000139535,0,0,0,0,0
sp7387,0.000139535,0,0,0,0,0
sp7388,0.000139535,0,0,0,0,0
sp7389,0.000139535,0,0,0,0,0
sp7390,0.000139535,0,0,0,0,0
sp7391,0.000139535,0,0,0,0,0
sp7392,0.000139535,0,0,0,0,0
sp7393,0.000104651,0,0,0,0,3.48837E-05
sp7394,0,0.000139535,0,0,0,0
sp7395,0,0.000139535,0,0,0,0
sp7396,0,0.000139535,0,0,0,0
sp7397,0,0.000139535,0,0,0,0
sp7398,0,0.000116279,0,0,0,0
sp7399,0,0.000127907,0,0,0,0
sp7400,0,0.000139535,0,0,0,0
sp7401,0,0.000139535,0,0,0,0
sp7402,0,0.000139535,0,0,0,0
sp7403,0,0.000139535,0,0,0,0
sp7404,0,0.000139535,0,0,0,0
sp7405,0,0.000139535,0,0,0,0
sp7406,0,0.000139535,0,0,0,0
sp7407,0,0.000139535,0,0,0,0
sp7408,0,0.000127907,0,0,0,0
sp7409,0,0.000139535,0,0,0,0
sp7410,0,0.000139535,0,0,0,0
sp7411,0,0.000127907,0,0,0,0
sp7412,0,0.000139535,0,0,0,0
sp7413,0,0.000139535,0,0,0,0
sp7414,0,0.000139535,0,0,0,0
sp7415,0,0,0.000116279,0,0,0
sp7416,0,0,0.000116279,0,0,0
sp7417,0,0,0.000116279,0,0,0
sp7418,0,0,0.000116279,0,0,0
sp7419,0,0,0.000116279,0,0,0
sp7420,0,0,0.000116279,0,0,0
sp7421,0,0,0.000139535,0,0,0
sp7422,0,0,0.000127907,0,0,0
sp7423,0,0,0.000139535,0,0,0
sp7424,0,0,0.000104651,0,0,0
sp7425,0,0,0.000116279,0,0,0
sp7426,0,0,0.000116279,0,0,0
sp7427,0,0,0.000127907,0,0,0
sp7428,0,0,0.000127907,0,0,0
sp7429,0,0,0.000116279,0,0,0
sp7430,0,0,0.000139535,0,0,0
sp7431,0,0,0.000127907,0,0,0
sp7432,0,0,0.000104651,0,0,0
sp7433,0,0,0.000116279,0,0,0
sp7434,0,0,0.000116279,0,0,0
sp7435,0,0,0.000116279,0,0,0
sp7436,0,0,0.000127907,0,0,0
sp7437,0,0,0.000127907,0,0,0
sp7438,0,0,0.000139535,0,0,0
sp7439,0,0,0.000127907,0,0,0
sp7440,0,0,0.000127907,0,0,0
sp7441,0,0,0.000139535,0,0,0
sp7442,0,0,0.000139535,0,0,0
sp7443,0,0,0.000104651,0,0,0
sp7444,0,0,0,0.000116279,0,0
sp7445,0,0,0,0.000104651,0,0
sp7446,0,0,0,4.65116E-05,0,0
sp7447,0,0,0,4.65116E-05,0,0
sp7448,0,0,0,6.97674E-05,0,0
sp7449,0,0,0,9.30233E-05,0,0
sp7450,0,0,0,5.81395E-05,0,0
sp7451,0,0,0,8.13953E-05,0,0
sp7452,0,0,0,9.30233E-05,0,0
sp7453,0,0,0,0.000127907,0,0
sp7454,0,0,0,4.65116E-05,0,0
sp7455,0,0,0,4.65116E-05,0,0
sp7456,0,0,0,4.65116E-05,0,0
sp7457,0,0,0,4.65116E-05,0,0
sp7458,0,0,0,5.81395E-05,0,0
sp7459,0,0,0,0.000104651,0,0
sp7460,0,0,0,6.97674E-05,0,0
sp7461,0,0,0,4.65116E-05,0,0
sp7462,0,0,0,8.13953E-05,0,0
sp7463,0,0,0,8.13953E-05,0,0
sp7464,0,0,0,5.81395E-05,0,0
sp7465,0,0,0,5.81395E-05,0,0
sp7466,0,0,0,5.81395E-05,0,0
sp7467,0,0,0,9.30233E-05,0,0
sp7468,0,0,0,8.13953E-05,0,0
sp7469,0,0,0,5.81395E-05,0,0
sp7470,0,0,0,8.13953E-05,0,0
sp7471,0,0,0,5.81395E-05,0,0
sp7472,0,0,0,3.48837E-05,0,0
sp7473,0,0,0,9.30233E-05,0,0
sp7474,0,0,0,5.81395E-05,0,0
sp7475,0,0,0,5.81395E-05,0,0
sp7476,0,0,0,9.30233E-05,0,0
sp7477,0,0,0,1.16279E-05,0,0
sp7478,0,0,0,8.13953E-05,0,0
sp7479,0,0,0,4.65116E-05,0,0
sp7480,0,0,0,3.48837E-05,0,0
sp7481,0,0,0,8.13953E-05,0,0
sp7482,0,0,0,8.13953E-05,0,0
sp7483,0,0,0,0.000104651,0,0
sp7484,0,0,0,5.81395E-05,0,0
sp7485,0,0,0,9.30233E-05,0,0
sp7486,0,0,0,0,3.48837E-05,0
sp7487,0,0,0,0,5.81395E-05,0
sp7488,0,0,0,0,9.30233E-05,0
sp7489,0,0,0,0,9.30233E-05,0
sp7490,0,0,0,0,5.81395E-05,0
sp7491,0,0,0,0,2.32558E-05,0
sp7492,0,0,0,0,8.13953E-05,0
sp7493,0,0,0,0,9.30233E-05,0
sp7494,0,0,0,0,6.97674E-05,0
sp7495,0,0,0,0,9.30233E-05,0
sp7496,0,0,0,0,4.65116E-05,0
sp7497,0,0,0,0,0.000104651,0
sp7498,0,0,0,0,5.81395E-05,0
sp7499,0,0,0,0,0.000127907,0
sp7500,0,0,0,0,5.81395E-05,0
sp7501,0,0,0,0,8.13953E-05,0
sp7502,0,0,0,0,9.30233E-05,0
sp7503,0,0,0,0,8.13953E-05,0
sp7504,0,0,0,0,8.13953E-05,0
sp7505,0,0,0,0,9.30233E-05,0
sp7506,0,0,0,0,0.000104651,0
sp7507,0,0,0,0,5.81395E-05,0
sp7508,0,0,0,0,8.13953E-05,0
sp7509,0,0,0,0,6.97674E-05,0
sp7510,0,0,0,0,6.97674E-05,0
sp7511,0,0,0,0,4.65116E-05,0
sp7512,0,0,0,0,6.97674E-05,0
sp7513,0,0,0,0,8.13953E-05,0
sp7514,0,0,0,0,3.48837E-05,0
sp7515,0,0,0,0,9.30233E-05,0
sp7516,0,0,0,0,8.13953E-05,0
sp7517,0,0,0,0,5.81395E-05,0
sp7518,0,0,0,0,4.65116E-05,0
sp7519,0,0,0,0,5.81395E-05,0
sp7520,0,0,0,0,5.81395E-05,0
sp7521,0,0,0,0,5.81395E-05,0
sp7522,0,0,0,0,5.81395E-05,0
sp7523,0,0,0,0,5.81395E-05,0
sp7524,0,0,0,0,3.48837E-05,0
sp7525,0,0,0,0,6.97674E-05,0
sp7526,0,0,0,0,4.65116E-05,0
sp7527,0,0,0,0,4.65116E-05,0
sp7528,0,0,0,0,4.65116E-05,0
sp7529,0,0,0,0,4.65116E-05,0
sp7530,0,0,0,0,8.13953E-05,0
sp7531,0,0,0,0,9.30233E-05,0
sp7532,0,0,0,0,6.97674E-05,0
sp7533,0,0,0,0,3.48837E-05,0
sp7534,0,0,0,0,9.30233E-05,0
sp7535,0,0,0,0,4.65116E-05,0
sp7536,0,0,0,0,6.97674E-05,0
sp7537,0,0,0,0,8.13953E-05,0
sp7538,0,0,0,0,4.65116E-05,0
sp7539,0,0,0,0,5.81395E-05,0
sp7540,0,0,0,0,6.97674E-05,0
sp7541,0,0,0,0,8.13953E-05,0
sp7542,0,0,0,0,6.97674E-05,0
sp7543,0,0,0,0,9.30233E-05,0
sp7544,0,0,0,0,5.81395E-05,0
sp7545,0,0,0,0,5.81395E-05,0
sp7546,0,0,0,0,8.13953E-05,0
sp7547,0,0,0,0,8.13953E-05,0
sp7548,0,0,0,0,4.65116E-05,0
sp7549,0,0,0,0,4.65116E-05,0
sp7550,0,0,0,0,9.30233E-05,0
sp7551,0,0,0,0,5.81395E-05,0
sp7552,0,0,0,0,6.97674E-05,0
sp7553,0,0,0,0,5.81395E-05,0
sp7554,0,0,0,0,6.97674E-05,0
sp7555,0,0,0,0,3.48837E-05,0
sp7556,0,0,0,0,5.81395E-05,0
sp7557,0,0,0,0,9.30233E-05,0
sp7558,0,0,0,0,8.13953E-05,0
sp7559,0,0,0,0,9.30233E-05,0
sp7560,0,0,0,0,6.97674E-05,0
sp7561,0,0,0,0,8.13953E-05,0
sp7562,0,0,0,0,8.13953E-05,0
sp7563,0,0,0,0,5.81395E-05,0
sp7564,0,0,0,0,9.30233E-05,0
sp7565,0,0,0,0,6.97674E-05,0
sp7566,0,0,0,0,4.65116E-05,0
sp7567,0,0,0,0,6.97674E-05,0
sp7568,0,0,0,0,9.30233E-05,0
sp7569,0,0,0,0,5.81395E-05,0
sp7570,0,0,0,0,6.97674E-05,0
sp7571,0,0,0,0,6.97674E-05,0
sp7572,0,0,0,0,8.13953E-05,0
sp7573,0,0,0,0,9.30233E-05,0
sp7574,0,0,0,0,8.13953E-05,0
sp7575,0,0,0,0,4.65116E-05,0
sp7576,0,0,0,0,5.81395E-05,0
sp7577,0,0,0,0,3.48837E-05,0
sp7578,0,0,0,0,5.81395E-05,0
sp7579,0,0,0,0,8.13953E-05,0
sp7580,0,0,0,0,8.13953E-05,0
sp7581,0,0,0,0,0.000104651,0
sp7582,0,0,0,0,8.13953E-05,0
sp7583,0,0,0,0,0.000116279,0
sp7584,0,0,0,0,0.000116279,0
sp7585,0,0,0,0,3.48837E-05,0
sp7586,0,0,0,0,8.13953E-05,0
sp7587,0,0,0,0,9.30233E-05,0
sp7588,0,0,0,0,5.81395E-05,0
sp7589,0,0,0,0,6.97674E-05,0
sp7590,0,0,0,0,8.13953E-05,0
sp7591,0,0,0,0,0,9.30233E-05
sp7592,0,0,0,0,0,5.81395E-05
sp7593,0,0,0,0,0,5.81395E-05
