,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp404,0,0,0,0.001453488,0,0.000197674
sp405,0.00094186,0.000755814,0.000197674,0.000488372,0,0.000383721
sp406,0.000406977,0.000744186,0.000174419,0.00055814,0,0.000546512
sp407,0,0,0,0.00177907,0,0
sp408,0.000569767,0.000837209,0.000686047,0.00022093,0.0005,0.000127907
sp409,0.000430233,0.000383721,0.001918605,0.000151163,0.000302326,0
sp410,0,0,0,0.000616279,0.0005,0.000662791
sp411,0.000267442,0.000302326,0.000313953,0.000209302,0.000372093,0.000848837
sp412,0,0,0.001593023,0,0.000232558,0.000802326
sp413,0.001174419,0.001465116,0.000511628,0.000197674,0,1.16279E-05
sp414,0.001465116,0.001069767,0.001081395,0,0,0
sp415,0.000604651,0.000453488,0,0,0,0.001337209
sp416,0.000209302,0.000162791,0.000174419,0.000418605,0.000406977,0.000662791
sp417,0.001686047,0.001790698,0.000197674,0,0,0
sp418,0.000488372,0.000290698,0.002034884,0.000174419,0.000162791,0
sp419,0.000430233,0.000360465,0.001476744,0.000186047,0.000232558,0.000197674
sp420,0.000337209,0.000290698,0,0.000732558,0,0.000709302
sp421,0.000313953,0,0.000372093,0,0.000360465,0.001081395
sp422,0.000302326,0.000232558,0,0.000488372,6.97674E-05,0.000895349
sp423,0,0,0,0.001348837,0.000383721,0.000209302
sp424,0.000383721,0.00027907,0.001453488,0.000209302,0.000325581,0.000151163
sp425,0.000186047,0,0.000883721,0,0.000395349,0.000825581
sp426,0,0,0,0.001604651,0,0
sp427,0.000360465,0.000267442,0.000395349,0.000116279,0.001151163,0.000151163
sp428,0.000302326,0.000383721,0.000348837,0.000116279,0,0.001151163
sp429,0,0,0.000209302,6.97674E-05,0.001360465,0.000139535
sp430,0.000476744,0,0.002453488,0,0.000244186,0
sp431,0.000534884,0.000406977,0.000116279,0.000639535,0,0.000627907
sp432,0.000523256,0.000453488,0.002023256,0.000127907,9.30233E-05,0
sp433,0.000372093,0,0.002081395,0,0.000325581,0.000186047
sp434,0.000290698,0.000139535,0.000523256,0.00022093,0.000139535,0.000860465
sp435,0.001151163,0,0,0.000360465,0.000453488,0.000372093
sp436,0.000918605,0.001232558,0.001313953,0,0,0
sp437,0.000372093,0.0005,0.001453488,0.000186047,0.000232558,0
sp438,0,0,0,0.00172093,0,0
sp439,0.000255814,0.000174419,0.001046512,0,0.000802326,0.000139535
sp440,8.13953E-05,0.000151163,6.97674E-05,0.00022093,0.000244186,0.001104651
sp441,8.13953E-05,0,0,0,0.00177907,0
sp442,0,0,0,0.000627907,0.001162791,0
sp443,0.000709302,0.000569767,0.001093023,0,0,0.000476744
sp444,5.81395E-05,0.000337209,0.00022093,0.000313953,0.00044186,0.000732558
sp445,0,0.000209302,0.000174419,0.00022093,0.001290698,0
sp446,0,0,0.001860465,0,0,0.000709302
sp447,0,0,0,6.97674E-05,0.00022093,0.001453488
sp448,0.001476744,0.002,0,0,0,0
sp449,0.000139535,0.000186047,0,0.000511628,0,0.001162791
sp450,0.001395349,0.001255814,0.000674419,1.16279E-05,0,0
sp451,0.000418605,0.000209302,0.000290698,0.000337209,0.000197674,0.000604651
sp452,6.97674E-05,0,0,0,0.001651163,0
sp453,0,0,0.001255814,0.000151163,8.13953E-05,0.000825581
sp454,0,0,0.000267442,0,0.001651163,0
sp455,0,0,0.001372093,0.000116279,0,0.001139535
sp456,0,0,0,0.001593023,0,0
sp457,0.001616279,0.001825581,0,0,0,0
sp458,0.000348837,0.000255814,0.000255814,3.48837E-05,0.001395349,9.30233E-05
sp459,0.000127907,0.001593023,0.001534884,0,0,0
sp460,0,0,0,0.001604651,0,0
sp461,0.00055814,0.000302326,0.001813953,0.000313953,0,0
sp462,0,0,0.000372093,0.000116279,0.001046512,0.000313953
sp463,0.000453488,0.000534884,0.001116279,9.30233E-05,0,0.00044186
sp464,0,0,0.001697674,0,0,0.000802326
sp465,0.000395349,0.000662791,0.00127907,0.000174419,0.000209302,0
sp466,0,0,0.002069767,0,9.30233E-05,0.000430233
sp467,0,0,0.001674419,0,0.000162791,0.000593023
sp468,0,0,0.000162791,0,0.00155814,0
sp469,0.001302326,0.001976744,0,0,0,0
sp470,0.000895349,0.000662791,0,0.000360465,0.000569767,0
sp471,0,0,0.000186047,0,0.001697674,0
sp472,0.000174419,0,0.001,0.000604651,0,0.000465116
sp473,0.000372093,0.000383721,0.001965116,8.13953E-05,8.13953E-05,0
sp474,0.000581395,0.000465116,0.001697674,0.000104651,0,0.000116279
sp475,0,0,0.001709302,0,0.000127907,0.000651163
sp476,0,0,0.000569767,0.000511628,0,0.000604651
sp477,0,0,0,0,0.001709302,0
sp478,0.001034884,0.001465116,0.000686047,0,0,0
sp479,0,0,0.000790698,0,0.00027907,0.000988372
sp480,0.001511628,0.000872093,0.000837209,0,0,0
sp481,0.000139535,0.00022093,0.000883721,0,0.00044186,0.000534884
sp482,0.001627907,0.001604651,0,0,0,0
sp483,0.000790698,0.000395349,0.001697674,4.65116E-05,4.65116E-05,5.81395E-05
sp484,0.000755814,0.000534884,0.001488372,0,3.48837E-05,0.000104651
sp485,0.000232558,0.00022093,0,0.000523256,9.30233E-05,0.000616279
sp486,0,0,0,0,0.001697674,0
sp487,0.000930233,0.000302326,0,0,0,0.000976744
sp488,0,0,0.001209302,0,0,0.001
sp489,0.000348837,0.000348837,0.000313953,0.000383721,0.000151163,0.000523256
sp490,0.00027907,0.000348837,0.000523256,0.000348837,0.000174419,0.000430233
sp491,0,0,0,0,0.001511628,0
sp492,0.001686047,0.00144186,0,0,0,0
sp493,0.000127907,0,0.000313953,0.000290698,0.000348837,0.000709302
sp494,0,0,0,0.000988372,0,0.000581395
sp495,0,0,0,0,0,0.001430233
sp496,0,0.000453488,0.000965116,0,0.000372093,0.000406977
sp497,0,0,0,0.001488372,0,0
sp498,0.001093023,0.001372093,0.000593023,0,0,0
sp499,0.000674419,0.000604651,0.000546512,0.00022093,0.000360465,0.000116279
sp500,0,0,0,0.001488372,0,0
sp501,0.000755814,0.001511628,0,0.000395349,0,0
sp502,0.000360465,0.000453488,0.001930233,0.000139535,0,0
sp503,0.000151163,0.000267442,0,0.000651163,0.000104651,0.000581395
sp504,0,0,0.000918605,0.000162791,0.000290698,0.000616279
sp505,0,0,0,0.0005,0,0.00094186
sp506,0.000767442,0.000651163,0.000151163,0.000430233,0,0.000337209
sp507,0.000616279,0.000465116,0.00044186,0.000267442,0,0.000523256
sp508,0.001313953,0.001,0.000395349,0.000186047,0,0
sp509,0.000674419,0.000465116,0.00172093,3.48837E-05,0,6.97674E-05
sp510,0.000511628,0.000348837,0,0,0,0.001069767
sp511,0.000174419,0,0.001895349,0,0.000325581,6.97674E-05
sp512,3.48837E-05,0.000209302,0.000186047,0.000313953,0,0.001
sp513,0.001662791,0.001406977,5.81395E-05,0,0,0
sp514,0.000325581,0.00055814,0.000290698,0,0.000825581,8.13953E-05
sp515,0.000325581,0,0.002186047,0,0.000197674,0
sp516,0.000313953,0.000476744,0.001709302,0.000162791,0,0
sp517,0,0,0,0.000569767,0.000465116,0.0005
sp518,0.001627907,0.001430233,0,0,0,0
sp519,0,0,0,0.000802326,0,0.000732558
sp520,0.000395349,0.000430233,0.001837209,0.000139535,0,0
sp521,0.000197674,0.000348837,0.000267442,0.000325581,4.65116E-05,0.000627907
sp522,0.00072093,0.000662791,0.001325581,5.81395E-05,2.32558E-05,4.65116E-05
sp523,0,0,0,0,0.001383721,0
sp524,0.000186047,0,0.002162791,0,0.000302326,0
sp525,0,0,0.000383721,0,0.000930233,0.000337209
sp526,0,0,0,0.0005,0.00044186,0.000534884
sp527,0.000255814,0,0.00072093,0,0.000406977,0.000488372
sp528,0,0,0,0,0.001523256,0
sp529,0.000209302,0,0.00072093,0.000534884,0,0.000395349
sp530,0.001232558,0.001709302,0,0,0,0
sp531,0.00044186,0,0.000825581,0.000418605,0,0.00044186
sp532,0.000267442,0,0.000104651,0,0.000360465,0.000662791
sp533,0.000337209,0.000360465,0.000534884,0.000232558,0,0.0005
sp534,0.000639535,0.000372093,0,0.000476744,0,0.000465116
sp535,0,0,0,0,0.001534884,0
sp536,0.001337209,0.001372093,0.000197674,0,0,0
sp537,0.000406977,0.000604651,0.00022093,0.000174419,0,0.000546512
sp538,0.000732558,0.000813953,0,0.00072093,0,0
sp539,0.000255814,0.000267442,0.002011628,0.000104651,0,0
sp540,0.001325581,0.00144186,8.13953E-05,0,0,0
sp541,0.000790698,0.000674419,0.0005,0.000104651,0.000348837,0
sp542,0.00077907,0.000651163,0.000244186,0.000313953,0,0.000290698
sp543,0.000360465,0.000325581,0.000290698,0.000465116,6.97674E-05,0.000337209
sp544,0.000325581,0.000244186,0.000232558,0.000593023,0,0.000453488
sp545,0.000244186,0,0.000953488,0,0.000174419,0.000604651
sp546,0,0,0.000267442,0.000453488,0.000430233,0.000523256
sp547,0,0,0,0.001383721,0,0
sp548,0.000965116,0.00105814,0.000755814,0,0,0
sp549,0.000511628,0.000732558,0.001244186,2.32558E-05,0,4.65116E-05
sp550,0,0.000453488,0.001267442,0.000162791,0,0.000383721
sp551,0.000186047,0,0.000174419,0.000313953,0.000290698,0.000616279
sp552,0.0005,0.000511628,0.001476744,0,0.000174419,0
sp553,0,0,0.001348837,0.000186047,0,0.000465116
sp554,0,0,0.000918605,0.000476744,0,0.000395349
sp555,0.001162791,0.000965116,0,0.000290698,0,0
sp556,0.001116279,0.001034884,0,0.000313953,0,0
sp557,0.000372093,0.000267442,0.001918605,9.30233E-05,0,0
sp558,0.000313953,0.000395349,0.000744186,0.000476744,0,0.000209302
sp559,0,0,0.000197674,0.000127907,0.000988372,0.000127907
sp560,0.000383721,0.000372093,0.000255814,0.000325581,0,0.000639535
sp561,5.81395E-05,0,0,0,0.001337209,0
sp562,0,0,0.000127907,0,0.001313953,0
sp563,0.00127907,0.001395349,4.65116E-05,0,0,0
sp564,0,0,0.00055814,0.000511628,0.000523256,0.000162791
sp565,0.000662791,0,0.001197674,0,0,0.000395349
sp566,0.000930233,0.00077907,0.001011628,0,0,0
sp567,0.00044186,0.000511628,0.001360465,0.000127907,0,0
sp568,0,0,0,0.001255814,0,0
sp569,0,0,0,0.00127907,0,0
sp570,0.00105814,0.001534884,5.81395E-05,0,0,0
sp571,0.000511628,0.00027907,0.000395349,0.000511628,9.30233E-05,0.000302326
sp572,0,0,0,0.000651163,0.000674419,8.13953E-05
sp573,0,0,0,0,0.000151163,0.00122093
sp574,0.000674419,0.000476744,0,0,0,0.000674419
sp575,0.000546512,0.000546512,0.001372093,2.32558E-05,2.32558E-05,2.32558E-05
sp576,0.000255814,0.000255814,0.000453488,0.000383721,6.97674E-05,0.000406977
sp577,0,0.00022093,0,0,0.00055814,0.000755814
sp578,0,0,0.000232558,0.000127907,0.000255814,0.000860465
sp579,0,0,0.000197674,0.000267442,0,0.000860465
sp580,0.000395349,0.000709302,0.000569767,0,0,0.000523256
sp581,0.000372093,0.000267442,0.000930233,0,0,0.000406977
sp582,0.000255814,0.00044186,0.000488372,0.000406977,0,0.000232558
sp583,0,0.00072093,0.000755814,0.000267442,0,0.000162791
sp584,0,0,0,0.000860465,0.000197674,0.000383721
sp585,0.001383721,0.00122093,0,0,0,0
sp586,0.001139535,0.001302326,0.000209302,0,0,0
sp587,0.000302326,9.30233E-05,0.000406977,0,0.000104651,0.000825581
sp588,0.00022093,0,0.000209302,0.00022093,0.000255814,0.000534884
sp589,0.001069767,0.000744186,0.000151163,0,0.000255814,4.65116E-05
sp590,0.000616279,0.000627907,0.000546512,6.97674E-05,0.00027907,5.81395E-05
sp591,0.000197674,0.00027907,0.000162791,0.000290698,0,0.000802326
sp592,0,0,0,0.000337209,0,0.001023256
sp593,0.000988372,0.001616279,0,0,0,0
sp594,0.000232558,0.000197674,0.000488372,0.000197674,0,0.000697674
sp595,0,0,0,0.000639535,0,0.000372093
sp596,0,0,0,6.97674E-05,0,0.001011628
sp597,0.000825581,0.001116279,0.000616279,1.16279E-05,0,0
sp598,0.000465116,0.000581395,0,0.000523256,0,0.00027907
sp599,0.00027907,0.000197674,0,0.000546512,0,0.000604651
sp600,0,0.001313953,0.00122093,0,0,0
sp601,0.000651163,0,0.000732558,0.000139535,0.000337209,0.000151163
sp602,0.000465116,0.000267442,0,0.000174419,0,0.00077907
sp603,0.000197674,0.000395349,0.000139535,0,0.000895349,0
sp604,0,0,0,0.001372093,0,0
sp605,0,0,0,0,0.0015,0
sp606,0,0,0,0,0.001360465,0
sp607,0.000616279,0.000569767,0.000116279,0.00044186,0,0.000127907
sp608,0.000255814,0.000418605,0.000325581,0.00027907,0,0.000569767
sp609,0.000244186,0,0.000767442,0.000395349,0,0.000406977
sp610,0.000127907,0.000325581,0.000697674,0.000290698,0,0.000465116
sp611,0,0,0,0,0.001383721,0
sp612,0.000313953,0.000453488,0,0.000116279,0,0.000732558
sp613,0,0,0,0.000709302,0,0.000465116
sp614,0.0005,0.000523256,0.000976744,0,0,0.000197674
sp615,0.000418605,0.000372093,0.001348837,4.65116E-05,2.32558E-05,9.30233E-05
sp616,0.000186047,0.000127907,0.00022093,0.000453488,0,0.000465116
sp617,0,0,0.001372093,0.00022093,0,0.000255814
sp618,0.000395349,0.000476744,0.000697674,0.000372093,0,0.000127907
sp619,0.000151163,0.000116279,0.000255814,0.000383721,0.00022093,0.000372093
sp620,0,0,0.001186047,0,0,0.000639535
sp621,0,0,0,0,0.001406977,0
sp622,0.00094186,0.00077907,0,0,0,0.000348837
sp623,0.000395349,0.000453488,0.000197674,0.000383721,0,0.000325581
sp624,0.000348837,0,0.000593023,0.000430233,0.000418605,0
sp625,0,0,0.000848837,0.000139535,0.00022093,0.000534884
sp626,0,0,0.000255814,0.000511628,0,0.000616279
sp627,0.0005,0.000488372,0,0,0,0.000813953
sp628,0,0,0.000104651,0.000151163,0.000953488,0.000162791
sp629,0,0,0,0.000813953,0.000232558,9.30233E-05
sp630,0,0,0,0,0,0.00122093
sp631,0.001023256,0.001406977,0,0,0,0
sp632,0.000662791,0.000604651,0,0,0,0.00077907
sp633,0,0,0.000837209,0,0.000162791,0.000476744
sp634,0.000511628,0,0.000534884,0.000395349,0,0.000372093
sp635,0.000267442,0.000232558,0.000267442,0.000116279,9.30233E-05,0.000674419
sp636,0,0,0,0.001197674,0,0
sp637,0,0,0,0,0,0.001337209
sp638,0.00022093,0.000337209,0.000895349,0.000360465,0,0.000162791
sp639,0,0,0.000290698,0.000325581,0,0.000686047
sp640,8.13953E-05,0.000116279,0.000209302,0.000162791,0.000209302,0.000523256
sp641,0.000848837,0.000883721,0.000418605,0,0,0.000162791
sp642,0.000244186,0.000418605,0.000232558,0.000127907,0.000244186,0.000453488
sp643,0.00022093,0.00027907,0.000348837,0.000116279,0.000162791,0.000360465
sp644,0,0,0,0.001069767,0,0
sp645,0,0,0,0.000744186,0,0.000465116
sp646,0,0,0,0.00044186,0.000476744,0.000546512
sp647,0,0,0,0,0.001116279,0
sp648,0,0,0,0,0.001255814,0
sp649,0.000686047,0.000325581,0.000627907,0,0,0.000383721
sp650,0,0,0,0.00055814,0,0.000639535
sp651,0,0,0,0.000313953,0,0.000848837
sp652,0.001244186,0.001186047,0,0,0,0
sp653,0.00044186,0.0005,0.000232558,0.000244186,0,0.000348837
sp654,0.000337209,0.000313953,0,0.000162791,0,0.000709302
sp655,0,0,0,0.001209302,0,0
sp656,0,0,0,0.000627907,0.000232558,0.000348837
sp657,0.000906977,0.001104651,0,0.000186047,0,0
sp658,0.000662791,0.000476744,0,0.000372093,0,0.000267442
sp659,0.00027907,0,0.000453488,0.000476744,0,0.000430233
sp660,0,0,0.000430233,0.000546512,0,0.000406977
sp661,0,0,0,0.000569767,0.00044186,0.000151163
sp662,0.001174419,0.001174419,0,0,0,0
sp663,0.001151163,0.00127907,0,0,0,0
sp664,0.001104651,0.000930233,9.30233E-05,0,0.000127907,0
sp665,0.001023256,0.000848837,0,0.000302326,0,0
sp666,0.00022093,0.000174419,0.000337209,0.000255814,0,0.000546512
sp667,0,0,0.000732558,0.000430233,0.000174419,0.000209302
sp668,0.000953488,0.001127907,0,0.000116279,0,0
sp669,0.000581395,0.000930233,0,0.000313953,0,0
sp670,0.000395349,0.000837209,0,0.000569767,0,0
sp671,0,0.000151163,0,0,0.001209302,0
sp672,0.000488372,0.000267442,0,0.000465116,0,0.000430233
sp673,0.000395349,0.000302326,0,0.000372093,0.000372093,9.30233E-05
sp674,0.000860465,0.001186047,0,0,0,0.000197674
sp675,0.000418605,0,0,0,0,0.000825581
sp676,0,0,0.000906977,6.97674E-05,0,0.000534884
sp677,0,0,0,0,0.001186047,0
sp678,0.000255814,0.000360465,0.000686047,0.000290698,0,0.000116279
sp679,0.000860465,0.001104651,0.000337209,0,0,0
sp680,0.000197674,0.000511628,0.001372093,6.97674E-05,0,0
sp681,0,0.000732558,0.000139535,0.000372093,0,0.000372093
sp682,0,0,0.000534884,0.000325581,0,0.00044186
sp683,0.001151163,0.001186047,0,0,0,0
sp684,0.00094186,0.001406977,0,0,0,0
sp685,0.000348837,0.00072093,0,0.000755814,0,0
sp686,0.000151163,0.000244186,0.000418605,0.000325581,6.97674E-05,0.000395349
sp687,0,0.000697674,0,0.000244186,0.000395349,0.000127907
sp688,0,0.000209302,0.000348837,0,0.000930233,5.81395E-05
sp689,0.000767442,0.000848837,5.81395E-05,0,0.000337209,0
sp690,0.00027907,0.000313953,0.000406977,0.000197674,8.13953E-05,0.000290698
sp691,0.000197674,0.000116279,0.000732558,0,0.00022093,0.000383721
sp692,0.000139535,0.000162791,0.000232558,0.00027907,0.000104651,0.000453488
sp693,0,0,0.000418605,0,0,0.001069767
sp694,0,0,0,0.000732558,0,0.000430233
sp695,0,0,0,0,0.001127907,0
sp696,0.001209302,0,0,0.000255814,0,0.000267442
sp697,0.000569767,0,0.000546512,0.000267442,0,0.000255814
sp698,0,0,0.000465116,0,0.000965116,0
sp699,0,0,0.000313953,0,0.001023256,0
sp700,0,0,0,0,0,0.001290698
sp701,0.00072093,0.001034884,0.000174419,0,0.000244186,0
sp702,0.000197674,0.000232558,0.001534884,0.000116279,0,0
sp703,0,0,0.000395349,0,0.000895349,0
sp704,0,0,0,0.000593023,0,0.000581395
sp705,0,0,0,0,0,0.001162791
sp706,0,0.000848837,0,0.000197674,0.000627907,0
sp707,0.000290698,0.000453488,0.000186047,0.000360465,0,0.00027907
sp708,0,0,0,0.000465116,0.000360465,0.000174419
sp709,0,0,0,0.0005,0.000465116,0.000290698
sp710,0.000639535,0.000372093,0.000337209,0,0,0.000348837
sp711,0.000406977,0.0005,0.000755814,0.000209302,0,0
sp712,0,0,0.000767442,0,0.000302326,0.000302326
sp713,0,0,0,0.000302326,0,0.00077907
sp714,0.000732558,0.001023256,0.000395349,0,0,2.32558E-05
sp715,0.00022093,0,0,0,0.001034884,0
sp716,0,0.000209302,0.000244186,0,0.000860465,4.65116E-05
sp717,0,0,0,0,0.001395349,0
sp718,0.000895349,0.000930233,4.65116E-05,0,0.000162791,0
sp719,0.000465116,0.000883721,0,0,0,0.0005
sp720,0,0.000244186,0,0.000290698,0.000139535,0.000418605
sp721,0,0,0,0.000360465,0.000290698,0.000453488
sp722,0.000860465,0.001325581,0,0,0,0
sp723,0.00072093,0.000755814,0.000744186,0,0,0
sp724,0.000488372,0.00072093,0.000511628,0,0,0.000244186
sp725,0.001,0.000860465,0.00027907,0,0,1.16279E-05
sp726,0,0,0,0.00105814,0,0
sp727,0.001011628,0.001186047,0,0,0,0
sp728,0,0,0,0.000883721,0,0
sp729,0.0005,0,0.000883721,0.000244186,0,0.000139535
sp730,0,0,0.000860465,0,0.000302326,0.000313953
sp731,0,0,0.000383721,0.000418605,0.000197674,0.000174419
sp732,0.001186047,0.000953488,0,0,0,0
sp733,0.0005,0.000593023,0.000395349,0,0.000255814,0
sp734,0.000360465,0.000523256,0.000337209,0,0,0.000511628
sp735,0,0,0.000395349,9.30233E-05,0,0.000755814
sp736,0,0,0,0,0.000837209,0.000406977
sp737,0.000662791,0.00044186,0.000162791,0.000348837,0,0.000127907
sp738,0,0,0,0.001034884,0,0
sp739,0,0,0,0.001093023,0,0
sp740,0,0,0,0.000418605,0,0.000732558
sp741,0.001023256,0.000709302,0,0.000186047,0,0
sp742,0.000337209,0.000546512,0.001186047,0,1.16279E-05,2.32558E-05
sp743,0.000127907,0,0.000534884,0.000360465,0.000453488,0
sp744,0,0,0,0,0.001093023,0
sp745,0,0,0,0,0.001209302,0
sp746,0.001011628,0.001093023,0,0,0,0
sp747,0.000988372,0.001139535,0,0,0,0
sp748,0.000511628,0.000383721,0.001093023,0,1.16279E-05,1.16279E-05
sp749,0,0,0.000244186,4.65116E-05,0.000244186,0.00055814
sp750,0,0,0,0,0.000186047,0.000860465
sp751,0.001116279,0.000988372,0,0,0,0
sp752,0.001093023,0.001023256,0,0,0,0
sp753,0.000825581,0.000848837,0.000104651,0,0.000197674,0
sp754,0.000790698,0.000953488,0,0.000162791,0,0
sp755,0.000790698,0.000674419,3.48837E-05,4.65116E-05,0.000174419,0.000104651
sp756,0.0005,0.00044186,0,9.30233E-05,0,0.000383721
sp757,0.000360465,0.000325581,0.000651163,0.000244186,0,0.000104651
sp758,0.000302326,0.000244186,0.001302326,6.97674E-05,0,0
sp759,0,0,0.000348837,0.000395349,0,0.000348837
sp760,0.000883721,0.000534884,0,0,0,0.000360465
sp761,0.000686047,0.000639535,4.65116E-05,6.97674E-05,0.000151163,8.13953E-05
sp762,0.000244186,0.000197674,0.000302326,0,0.000569767,2.32558E-05
sp763,4.65116E-05,0.000302326,0.000197674,0.000162791,0.000232558,0.000337209
sp764,0,0,0.000395349,0,0.000930233,4.65116E-05
sp765,0,0,0.000337209,0.000174419,0,0.000581395
sp766,0,0,0,0.00072093,5.81395E-05,0.000197674
sp767,0,0,0,0,0.001,0
sp768,0,0,0,0,0.00122093,0
sp769,0.00077907,0.00105814,0,0.000127907,0,0
sp770,0.000430233,0.000639535,0.0005,9.30233E-05,0.000104651,0
sp771,0.000360465,0.000686047,0,0.000325581,0,0.000139535
sp772,8.13953E-05,0,0.000639535,0,0.000686047,0
sp773,0,0,0,0.000476744,0,0.000593023
sp774,0,0,0,0,0.00055814,0.000465116
sp775,0.000465116,0.000453488,0.000930233,2.32558E-05,2.32558E-05,1.16279E-05
sp776,0.000372093,0.000267442,0.000139535,0,0.000732558,0
sp777,0.000348837,0.000255814,0.000837209,0.00027907,0,0
sp778,0,0,0.000465116,0.000325581,0.000418605,0
sp779,0,0,0.000383721,0.000255814,0.000523256,0
sp780,0,0,0,0,0,0.000976744
sp781,0.000918605,0.000883721,0,6.97674E-05,0,0
sp782,0.000616279,0.00072093,0.000209302,0,0.00027907,1.16279E-05
sp783,0.000453488,0,0,0,0.000883721,0
sp784,0,0,0,0.000872093,0,0
sp785,0,0,0,0.000837209,0,8.13953E-05
sp786,0,0,0,0.000511628,0,0.000488372
